{'order_id': 'o_91186', 'user_id': 'u_9048550304', 'prod_id': '1651312', 'order_time': '02-05-2023_16:51:18'} 
{'order_id': 'o_44411', 'user_id': 'u_7267954349', 'prod_id': '1584686', 'order_time': '19-06-2022_03:11:07'} 
{'order_id': 'o_43990', 'user_id': 'u_7267954349', 'prod_id': '1381199', 'order_time': '23-09-2022_13:03:57'} 
{'order_id': 'o_51572', 'user_id': 'u_7267954349', 'prod_id': '1258013', 'order_time': '13-02-2023_20:40:13'} 
{'order_id': 'o_39227', 'user_id': 'u_7267954349', 'prod_id': '1690929', 'order_time': '14-01-2023_05:07:55'} 
{'order_id': 'o_12105', 'user_id': 'u_7267954349', 'prod_id': '1692876', 'order_time': '02-07-2022_17:29:04'} 
{'order_id': 'o_80640', 'user_id': 'u_7267954349', 'prod_id': '1605695', 'order_time': '22-08-2022_12:28:17'} 
{'order_id': 'o_89236', 'user_id': 'u_7267954349', 'prod_id': '1272188', 'order_time': '18-03-2023_18:18:19'} 
{'order_id': 'o_79743', 'user_id': 'u_7267954349', 'prod_id': '1384126', 'order_time': '07-02-2023_20:30:44'} 
{'order_id': 'o_62247', 'user_id': 'u_7267954349', 'prod_id': '1483967', 'order_time': '05-12-2022_18:14:24'} 
{'order_id': 'o_78768', 'user_id': 'u_7267954349', 'prod_id': '1238825', 'order_time': '29-09-2022_03:01:39'} 
{'order_id': 'o_86123', 'user_id': 'u_7267954349', 'prod_id': '1219800', 'order_time': '07-10-2022_17:14:16'} 
{'order_id': 'o_56869', 'user_id': 'u_7267954349', 'prod_id': '1723023', 'order_time': '26-04-2023_11:47:46'} 
{'order_id': 'o_69847', 'user_id': 'u_7267954349', 'prod_id': '966861', 'order_time': '25-08-2022_10:44:00'} 
{'order_id': 'o_25701', 'user_id': 'u_7267954349', 'prod_id': '1241963', 'order_time': '21-12-2022_03:26:19'} 
{'order_id': 'o_92066', 'user_id': 'u_7267954349', 'prod_id': '1704841', 'order_time': '20-06-2022_04:34:09'} 
{'order_id': 'o_77952', 'user_id': 'u_7267954349', 'prod_id': '1282583', 'order_time': '06-07-2022_06:05:51'} 
{'order_id': 'o_48799', 'user_id': 'u_7267954349', 'prod_id': '1457182', 'order_time': '26-02-2023_06:44:03'} 
{'order_id': 'o_29072', 'user_id': 'u_7267954349', 'prod_id': '1281410', 'order_time': '15-01-2023_10:06:20'} 
{'order_id': 'o_18038', 'user_id': 'u_7267954349', 'prod_id': '1674361', 'order_time': '16-04-2023_22:50:38'} 
{'order_id': 'o_20676', 'user_id': 'u_7267954349', 'prod_id': '1404535', 'order_time': '01-06-2023_10:17:40'} 
{'order_id': 'o_87348', 'user_id': 'u_7267954349', 'prod_id': '959131', 'order_time': '08-12-2022_13:41:14'} 
{'order_id': 'o_26199', 'user_id': 'u_7267954349', 'prod_id': '1469394', 'order_time': '05-08-2022_04:32:43'} 
{'order_id': 'o_23644', 'user_id': 'u_7267954349', 'prod_id': '1422194', 'order_time': '18-06-2022_05:46:20'} 
{'order_id': 'o_22170', 'user_id': 'u_7267954349', 'prod_id': '1182934', 'order_time': '21-02-2023_09:27:44'} 
{'order_id': 'o_96651', 'user_id': 'u_7267954349', 'prod_id': '1539613', 'order_time': '13-07-2022_04:23:35'} 
{'order_id': 'o_40797', 'user_id': 'u_7267954349', 'prod_id': '1427166', 'order_time': '06-06-2023_15:26:52'} 
{'order_id': 'o_76743', 'user_id': 'u_7267954349', 'prod_id': '1680050', 'order_time': '18-07-2022_14:52:52'} 
{'order_id': 'o_45058', 'user_id': 'u_7267954349', 'prod_id': '1709746', 'order_time': '10-01-2023_16:25:58'} 
{'order_id': 'o_58586', 'user_id': 'u_7267954349', 'prod_id': '1531107', 'order_time': '31-10-2022_22:46:25'} 
{'order_id': 'o_19715', 'user_id': 'u_7267954349', 'prod_id': '1575511', 'order_time': '25-05-2023_21:07:38'} 
{'order_id': 'o_72313', 'user_id': 'u_7267954349', 'prod_id': '1685861', 'order_time': '12-06-2022_07:47:45'} 
{'order_id': 'o_38252', 'user_id': 'u_7267954349', 'prod_id': '1672933', 'order_time': '04-03-2023_07:01:43'} 
{'order_id': 'o_67628', 'user_id': 'u_7267954349', 'prod_id': '1457901', 'order_time': '25-12-2022_10:46:09'} 
{'order_id': 'o_13797', 'user_id': 'u_7267954349', 'prod_id': '1269228', 'order_time': '08-10-2022_23:10:42'} 
{'order_id': 'o_93228', 'user_id': 'u_7267954349', 'prod_id': '1364970', 'order_time': '19-01-2023_09:17:26'} 
{'order_id': 'o_50136', 'user_id': 'u_7267954349', 'prod_id': '1150277', 'order_time': '22-07-2022_19:23:11'} 
{'order_id': 'o_43400', 'user_id': 'u_7267954349', 'prod_id': '1019434', 'order_time': '13-12-2022_03:19:43'} 
{'order_id': 'o_14296', 'user_id': 'u_7267954349', 'prod_id': '1166476', 'order_time': '25-01-2023_02:40:23'} 
{'order_id': 'o_47574', 'user_id': 'u_7267954349', 'prod_id': '1685929', 'order_time': '25-01-2023_06:46:14'} 
{'order_id': 'o_62899', 'user_id': 'u_7267954349', 'prod_id': '1315067', 'order_time': '19-04-2023_16:32:34'} 
{'order_id': 'o_61268', 'user_id': 'u_7267954349', 'prod_id': '1299281', 'order_time': '13-01-2023_22:19:19'} 
{'order_id': 'o_40558', 'user_id': 'u_7267954349', 'prod_id': '1179208', 'order_time': '27-04-2023_05:03:38'} 
{'order_id': 'o_12321', 'user_id': 'u_7267954349', 'prod_id': '1309551', 'order_time': '31-05-2023_19:45:52'} 
{'order_id': 'o_28615', 'user_id': 'u_7267954349', 'prod_id': '1248418', 'order_time': '16-10-2022_05:52:39'} 
{'order_id': 'o_76327', 'user_id': 'u_7267954349', 'prod_id': '1659192', 'order_time': '18-07-2022_07:37:17'} 
{'order_id': 'o_73039', 'user_id': 'u_7267954349', 'prod_id': '1288408', 'order_time': '20-07-2022_23:42:05'} 
{'order_id': 'o_22383', 'user_id': 'u_7267954349', 'prod_id': '1664517', 'order_time': '19-05-2023_14:15:10'} 
{'order_id': 'o_69384', 'user_id': 'u_7267954349', 'prod_id': '1710602', 'order_time': '14-10-2022_19:51:51'} 
{'order_id': 'o_87797', 'user_id': 'u_7267954349', 'prod_id': '1110345', 'order_time': '07-03-2023_08:16:21'} 
{'order_id': 'o_55100', 'user_id': 'u_7267954349', 'prod_id': '1708061', 'order_time': '01-08-2022_09:32:11'} 
{'order_id': 'o_39784', 'user_id': 'u_7267954349', 'prod_id': '1190736', 'order_time': '09-02-2023_00:16:58'} 
{'order_id': 'o_39528', 'user_id': 'u_7267954349', 'prod_id': '1339953', 'order_time': '27-03-2023_14:42:22'} 
{'order_id': 'o_49907', 'user_id': 'u_7267954349', 'prod_id': '1701578', 'order_time': '24-11-2022_10:18:49'} 
{'order_id': 'o_29246', 'user_id': 'u_7267954349', 'prod_id': '1103089', 'order_time': '26-10-2022_18:50:29'} 
{'order_id': 'o_31835', 'user_id': 'u_7267954349', 'prod_id': '1689922', 'order_time': '05-08-2022_10:38:07'} 
{'order_id': 'o_36142', 'user_id': 'u_7267954349', 'prod_id': '1063695', 'order_time': '01-07-2022_21:04:32'} 
{'order_id': 'o_24295', 'user_id': 'u_7267954349', 'prod_id': '1189829', 'order_time': '30-05-2023_08:12:44'} 
{'order_id': 'o_15296', 'user_id': 'u_7267954349', 'prod_id': '1585646', 'order_time': '23-03-2023_13:29:12'} 
{'order_id': 'o_18715', 'user_id': 'u_7267954349', 'prod_id': '1688571', 'order_time': '30-11-2022_08:44:52'} 
{'order_id': 'o_11936', 'user_id': 'u_7267954349', 'prod_id': '1683926', 'order_time': '15-09-2022_00:35:00'} 
{'order_id': 'o_70554', 'user_id': 'u_7267954349', 'prod_id': '1671130', 'order_time': '01-07-2022_11:21:14'} 
{'order_id': 'o_66165', 'user_id': 'u_7267954349', 'prod_id': '1710552', 'order_time': '05-06-2023_17:00:05'} 
{'order_id': 'o_89028', 'user_id': 'u_7267954349', 'prod_id': '1400523', 'order_time': '15-03-2023_08:04:33'} 
{'order_id': 'o_36010', 'user_id': 'u_7267954349', 'prod_id': '1543433', 'order_time': '04-03-2023_16:09:03'} 
{'order_id': 'o_18187', 'user_id': 'u_7267954349', 'prod_id': '1295741', 'order_time': '17-09-2022_14:10:44'} 
{'order_id': 'o_45747', 'user_id': 'u_7267954349', 'prod_id': '1329909', 'order_time': '01-05-2023_07:53:58'} 
{'order_id': 'o_16593', 'user_id': 'u_7267954349', 'prod_id': '1145088', 'order_time': '08-07-2022_18:15:27'} 
{'order_id': 'o_43129', 'user_id': 'u_7267954349', 'prod_id': '1713894', 'order_time': '02-11-2022_12:13:41'} 
{'order_id': 'o_56372', 'user_id': 'u_7267954349', 'prod_id': '1702144', 'order_time': '19-05-2023_07:30:12'} 
{'order_id': 'o_33802', 'user_id': 'u_7267954349', 'prod_id': '1687596', 'order_time': '06-06-2023_17:02:32'} 
{'order_id': 'o_57206', 'user_id': 'u_7267954349', 'prod_id': '1623994', 'order_time': '07-11-2022_21:28:49'} 
{'order_id': 'o_22889', 'user_id': 'u_7267954349', 'prod_id': '1655736', 'order_time': '27-10-2022_17:37:57'} 
{'order_id': 'o_45439', 'user_id': 'u_7267954349', 'prod_id': '1191994', 'order_time': '26-01-2023_19:11:00'} 
{'order_id': 'o_28167', 'user_id': 'u_7267954349', 'prod_id': '1462297', 'order_time': '16-08-2022_13:29:27'} 
{'order_id': 'o_49408', 'user_id': 'u_7267954349', 'prod_id': '1560448', 'order_time': '20-05-2023_14:23:02'} 
{'order_id': 'o_15780', 'user_id': 'u_7267954349', 'prod_id': '1404538', 'order_time': '25-10-2022_12:47:37'} 
{'order_id': 'o_42561', 'user_id': 'u_7267954349', 'prod_id': '966797', 'order_time': '11-06-2022_20:28:51'} 
{'order_id': 'o_59164', 'user_id': 'u_7267954349', 'prod_id': '1648289', 'order_time': '24-10-2022_18:27:48'} 
{'order_id': 'o_10234', 'user_id': 'u_7267954349', 'prod_id': '1152467', 'order_time': '16-10-2022_08:51:12'} 
{'order_id': 'o_97234', 'user_id': 'u_7267954349', 'prod_id': '1266527', 'order_time': '25-06-2022_05:37:19'} 
{'order_id': 'o_11787', 'user_id': 'u_7267954349', 'prod_id': '1127288', 'order_time': '31-05-2023_18:06:28'} 
{'order_id': 'o_95204', 'user_id': 'u_7267954349', 'prod_id': '1328045', 'order_time': '17-05-2023_19:16:37'} 
{'order_id': 'o_29470', 'user_id': 'u_7267954349', 'prod_id': '1126805', 'order_time': '31-01-2023_00:42:42'} 
{'order_id': 'o_27271', 'user_id': 'u_7267954349', 'prod_id': '1198983', 'order_time': '15-06-2022_10:10:16'} 
{'order_id': 'o_60141', 'user_id': 'u_7267954349', 'prod_id': '1126261', 'order_time': '25-07-2022_06:10:26'} 
{'order_id': 'o_54276', 'user_id': 'u_7267954349', 'prod_id': '1274169', 'order_time': '06-12-2022_21:25:52'} 
{'order_id': 'o_77189', 'user_id': 'u_7267954349', 'prod_id': '1484330', 'order_time': '16-10-2022_06:28:58'} 
{'order_id': 'o_95486', 'user_id': 'u_7267954349', 'prod_id': '1293984', 'order_time': '29-09-2022_11:05:20'} 
{'order_id': 'o_10346', 'user_id': 'u_7267954349', 'prod_id': '1317372', 'order_time': '17-08-2022_23:09:37'} 
{'order_id': 'o_47275', 'user_id': 'u_7267954349', 'prod_id': '1689406', 'order_time': '22-08-2022_23:48:58'} 
{'order_id': 'o_50198', 'user_id': 'u_7267954349', 'prod_id': '1272789', 'order_time': '13-03-2023_02:10:46'} 
{'order_id': 'o_38302', 'user_id': 'u_7267954349', 'prod_id': '1153847', 'order_time': '13-11-2022_12:49:13'} 
{'order_id': 'o_46910', 'user_id': 'u_7267954349', 'prod_id': '1017814', 'order_time': '14-02-2023_05:42:59'} 
{'order_id': 'o_87508', 'user_id': 'u_7267954349', 'prod_id': '1445485', 'order_time': '04-05-2023_05:24:51'} 
{'order_id': 'o_40752', 'user_id': 'u_7267954349', 'prod_id': '1674393', 'order_time': '03-06-2023_19:29:18'} 
{'order_id': 'o_40762', 'user_id': 'u_7267954349', 'prod_id': '1158079', 'order_time': '04-02-2023_18:35:39'} 
{'order_id': 'o_36242', 'user_id': 'u_7267954349', 'prod_id': '1624254', 'order_time': '09-07-2022_22:42:35'} 
{'order_id': 'o_70246', 'user_id': 'u_7267954349', 'prod_id': '1555399', 'order_time': '26-11-2022_17:22:37'} 
{'order_id': 'o_26732', 'user_id': 'u_7267954349', 'prod_id': '1719496', 'order_time': '23-09-2022_06:28:02'} 
{'order_id': 'o_20567', 'user_id': 'u_7267954349', 'prod_id': '52291', 'order_time': '23-02-2023_08:53:25'} 
{'order_id': 'o_23984', 'user_id': 'u_7267954349', 'prod_id': '1346826', 'order_time': '19-02-2023_17:18:57'} 
{'order_id': 'o_76793', 'user_id': 'u_7267954349', 'prod_id': '962518', 'order_time': '28-12-2022_07:13:15'} 
{'order_id': 'o_68174', 'user_id': 'u_7267954349', 'prod_id': '1673976', 'order_time': '28-05-2023_23:00:12'} 
{'order_id': 'o_88027', 'user_id': 'u_7267954349', 'prod_id': '1605930', 'order_time': '30-05-2023_16:02:09'} 
{'order_id': 'o_81820', 'user_id': 'u_7267954349', 'prod_id': '1064232', 'order_time': '28-10-2022_01:26:04'} 
{'order_id': 'o_12484', 'user_id': 'u_7267954349', 'prod_id': '1210855', 'order_time': '21-11-2022_08:28:07'} 
{'order_id': 'o_62780', 'user_id': 'u_7267954349', 'prod_id': '1703528', 'order_time': '26-09-2022_21:38:41'} 
{'order_id': 'o_82068', 'user_id': 'u_7267954349', 'prod_id': '1677118', 'order_time': '03-07-2022_08:28:57'} 
{'order_id': 'o_52892', 'user_id': 'u_7267954349', 'prod_id': '1413439', 'order_time': '09-04-2023_23:32:51'} 
{'order_id': 'o_16177', 'user_id': 'u_7267954349', 'prod_id': '1659108', 'order_time': '14-04-2023_13:31:42'} 
{'order_id': 'o_50972', 'user_id': 'u_7267954349', 'prod_id': '1674243', 'order_time': '18-07-2022_00:23:10'} 
{'order_id': 'o_44540', 'user_id': 'u_7267954349', 'prod_id': '1365324', 'order_time': '01-11-2022_06:40:15'} 
{'order_id': 'o_78182', 'user_id': 'u_7267954349', 'prod_id': '1646048', 'order_time': '22-03-2023_00:01:14'} 
{'order_id': 'o_46740', 'user_id': 'u_7267954349', 'prod_id': '1680944', 'order_time': '18-12-2022_16:16:59'} 
{'order_id': 'o_54172', 'user_id': 'u_7267954349', 'prod_id': '1216120', 'order_time': '28-04-2023_03:32:58'} 
{'order_id': 'o_97441', 'user_id': 'u_7267954349', 'prod_id': '1370103', 'order_time': '12-11-2022_08:59:41'} 
{'order_id': 'o_62654', 'user_id': 'u_7267954349', 'prod_id': '1230994', 'order_time': '25-10-2022_12:08:31'} 
{'order_id': 'o_68178', 'user_id': 'u_7267954349', 'prod_id': '1671703', 'order_time': '27-01-2023_05:49:47'} 
{'order_id': 'o_67910', 'user_id': 'u_7267954349', 'prod_id': '1150291', 'order_time': '23-08-2022_07:38:07'} 
{'order_id': 'o_35258', 'user_id': 'u_7267954349', 'prod_id': '1637724', 'order_time': '15-02-2023_20:13:40'} 
{'order_id': 'o_18939', 'user_id': 'u_7267954349', 'prod_id': '1687976', 'order_time': '05-07-2022_21:12:12'} 
{'order_id': 'o_52499', 'user_id': 'u_7267954349', 'prod_id': '991881', 'order_time': '05-09-2022_11:54:19'} 
{'order_id': 'o_26283', 'user_id': 'u_7267954349', 'prod_id': '1453694', 'order_time': '19-08-2022_11:43:25'} 
{'order_id': 'o_14265', 'user_id': 'u_7267954349', 'prod_id': '1579305', 'order_time': '09-01-2023_19:26:57'} 
{'order_id': 'o_67660', 'user_id': 'u_7267954349', 'prod_id': '1138027', 'order_time': '31-10-2022_09:12:05'} 
{'order_id': 'o_63340', 'user_id': 'u_7267954349', 'prod_id': '1635996', 'order_time': '26-07-2022_18:59:20'} 
{'order_id': 'o_21469', 'user_id': 'u_7267954349', 'prod_id': '1442066', 'order_time': '24-04-2023_13:07:27'} 
{'order_id': 'o_42247', 'user_id': 'u_7267954349', 'prod_id': '1123795', 'order_time': '25-06-2022_17:55:26'} 
{'order_id': 'o_66893', 'user_id': 'u_7267954349', 'prod_id': '1662537', 'order_time': '14-10-2022_09:33:34'} 
{'order_id': 'o_53885', 'user_id': 'u_7267954349', 'prod_id': '1481274', 'order_time': '20-05-2023_03:36:26'} 
{'order_id': 'o_40816', 'user_id': 'u_7267954349', 'prod_id': '1590090', 'order_time': '13-10-2022_21:01:42'} 
{'order_id': 'o_16597', 'user_id': 'u_7267954349', 'prod_id': '1542451', 'order_time': '23-07-2022_03:31:21'} 
{'order_id': 'o_11348', 'user_id': 'u_7267954349', 'prod_id': '1647922', 'order_time': '01-02-2023_00:12:37'} 
{'order_id': 'o_49264', 'user_id': 'u_7267954349', 'prod_id': '1233638', 'order_time': '18-06-2022_00:18:07'} 
{'order_id': 'o_24928', 'user_id': 'u_7267954349', 'prod_id': '1179209', 'order_time': '10-05-2023_03:32:54'} 
{'order_id': 'o_88789', 'user_id': 'u_7267954349', 'prod_id': '1677731', 'order_time': '30-03-2023_21:32:43'} 
{'order_id': 'o_69567', 'user_id': 'u_7267954349', 'prod_id': '1650737', 'order_time': '18-08-2022_01:47:47'} 
{'order_id': 'o_50380', 'user_id': 'u_7267954349', 'prod_id': '1308313', 'order_time': '14-05-2023_14:44:11'} 
{'order_id': 'o_96901', 'user_id': 'u_7267954349', 'prod_id': '1710602', 'order_time': '03-09-2022_02:22:41'} 
{'order_id': 'o_31908', 'user_id': 'u_7267954349', 'prod_id': '1298630', 'order_time': '17-09-2022_12:51:32'} 
{'order_id': 'o_31766', 'user_id': 'u_7267954349', 'prod_id': '1661944', 'order_time': '03-09-2022_05:57:33'} 
{'order_id': 'o_32913', 'user_id': 'u_7267954349', 'prod_id': '1399895', 'order_time': '25-04-2023_21:22:16'} 
{'order_id': 'o_10257', 'user_id': 'u_7267954349', 'prod_id': '927663', 'order_time': '11-12-2022_22:43:37'} 
{'order_id': 'o_67465', 'user_id': 'u_7267954349', 'prod_id': '1714489', 'order_time': '25-04-2023_01:08:02'} 
{'order_id': 'o_74544', 'user_id': 'u_7267954349', 'prod_id': '1360804', 'order_time': '14-03-2023_17:44:31'} 
{'order_id': 'o_21646', 'user_id': 'u_7267954349', 'prod_id': '1388185', 'order_time': '01-12-2022_11:29:53'} 
{'order_id': 'o_84858', 'user_id': 'u_7267954349', 'prod_id': '1585221', 'order_time': '07-11-2022_12:50:34'} 
{'order_id': 'o_24907', 'user_id': 'u_7267954349', 'prod_id': '1448695', 'order_time': '31-07-2022_00:21:49'} 
{'order_id': 'o_32797', 'user_id': 'u_7267954349', 'prod_id': '1374703', 'order_time': '20-03-2023_19:36:08'} 
{'order_id': 'o_72808', 'user_id': 'u_7267954349', 'prod_id': '1401128', 'order_time': '04-11-2022_09:05:16'} 
{'order_id': 'o_66768', 'user_id': 'u_7267954349', 'prod_id': '1578813', 'order_time': '06-03-2023_07:18:54'} 
{'order_id': 'o_86704', 'user_id': 'u_7267954349', 'prod_id': '1679560', 'order_time': '20-01-2023_09:24:18'} 
{'order_id': 'o_47824', 'user_id': 'u_7267954349', 'prod_id': '1153960', 'order_time': '14-03-2023_00:46:07'} 
{'order_id': 'o_45233', 'user_id': 'u_7267954349', 'prod_id': '1407516', 'order_time': '05-03-2023_09:47:22'} 
{'order_id': 'o_34428', 'user_id': 'u_7267954349', 'prod_id': '1214578', 'order_time': '25-03-2023_04:43:04'} 
{'order_id': 'o_12366', 'user_id': 'u_7267954349', 'prod_id': '985752', 'order_time': '12-06-2022_19:47:25'} 
{'order_id': 'o_13286', 'user_id': 'u_7267954349', 'prod_id': '1139201', 'order_time': '08-04-2023_15:49:08'} 
{'order_id': 'o_29632', 'user_id': 'u_7267954349', 'prod_id': '1595485', 'order_time': '15-01-2023_18:38:46'} 
{'order_id': 'o_15654', 'user_id': 'u_7267954349', 'prod_id': '1637820', 'order_time': '21-01-2023_21:01:02'} 
{'order_id': 'o_42939', 'user_id': 'u_7267954349', 'prod_id': '1472116', 'order_time': '19-04-2023_05:29:51'} 
{'order_id': 'o_97775', 'user_id': 'u_7267954349', 'prod_id': '1659957', 'order_time': '01-11-2022_12:42:28'} 
{'order_id': 'o_63585', 'user_id': 'u_7267954349', 'prod_id': '1176130', 'order_time': '09-12-2022_21:36:38'} 
{'order_id': 'o_26720', 'user_id': 'u_7267954349', 'prod_id': '1364970', 'order_time': '01-10-2022_16:58:22'} 
{'order_id': 'o_88431', 'user_id': 'u_7267954349', 'prod_id': '1676006', 'order_time': '01-11-2022_13:59:19'} 
{'order_id': 'o_68915', 'user_id': 'u_7267954349', 'prod_id': '1324839', 'order_time': '14-10-2022_12:52:50'} 
{'order_id': 'o_67594', 'user_id': 'u_7267954349', 'prod_id': '1616978', 'order_time': '21-02-2023_04:30:39'} 
{'order_id': 'o_39698', 'user_id': 'u_7267954349', 'prod_id': '1608221', 'order_time': '05-05-2023_12:04:39'} 
{'order_id': 'o_97534', 'user_id': 'u_7267954349', 'prod_id': '1311955', 'order_time': '05-10-2022_09:23:03'} 
{'order_id': 'o_85713', 'user_id': 'u_7267954349', 'prod_id': '1277806', 'order_time': '16-02-2023_19:00:53'} 
{'order_id': 'o_32781', 'user_id': 'u_2647423728', 'prod_id': '1702245', 'order_time': '10-06-2023_00:19:24'} 
{'order_id': 'o_74397', 'user_id': 'u_4418485083', 'prod_id': '1533451', 'order_time': '10-06-2023_02:43:53'} 
{'order_id': 'o_24948', 'user_id': 'u_2403122890', 'prod_id': '1574827', 'order_time': '10-06-2023_03:18:58'} 
{'order_id': 'o_41958', 'user_id': 'u_3704456155', 'prod_id': '1558194', 'order_time': '13-11-2022_04:50:32'} 
{'order_id': 'o_17102', 'user_id': 'u_3704456155', 'prod_id': '1341968', 'order_time': '28-10-2022_14:44:13'} 
{'order_id': 'o_57668', 'user_id': 'u_3704456155', 'prod_id': '1133530', 'order_time': '08-02-2023_14:44:11'} 
{'order_id': 'o_18116', 'user_id': 'u_3704456155', 'prod_id': '1603693', 'order_time': '31-01-2023_12:17:45'} 
{'order_id': 'o_28438', 'user_id': 'u_3704456155', 'prod_id': '1314954', 'order_time': '15-06-2022_02:30:29'} 
{'order_id': 'o_11759', 'user_id': 'u_3704456155', 'prod_id': '1369352', 'order_time': '25-05-2023_18:21:51'} 
{'order_id': 'o_97423', 'user_id': 'u_3704456155', 'prod_id': '1723880', 'order_time': '08-11-2022_20:29:34'} 
{'order_id': 'o_60344', 'user_id': 'u_3704456155', 'prod_id': '1422390', 'order_time': '13-01-2023_08:04:44'} 
{'order_id': 'o_71773', 'user_id': 'u_3704456155', 'prod_id': '1204993', 'order_time': '10-01-2023_05:20:21'} 
{'order_id': 'o_17283', 'user_id': 'u_3704456155', 'prod_id': '1303982', 'order_time': '25-01-2023_22:57:14'} 
{'order_id': 'o_60547', 'user_id': 'u_3704456155', 'prod_id': '1563577', 'order_time': '05-07-2022_13:13:17'} 
{'order_id': 'o_48584', 'user_id': 'u_3704456155', 'prod_id': '1270610', 'order_time': '02-09-2022_02:29:32'} 
{'order_id': 'o_93378', 'user_id': 'u_3704456155', 'prod_id': '1651395', 'order_time': '30-10-2022_23:30:48'} 
{'order_id': 'o_22015', 'user_id': 'u_3704456155', 'prod_id': '1144052', 'order_time': '05-10-2022_13:50:54'} 
{'order_id': 'o_83971', 'user_id': 'u_3704456155', 'prod_id': '1189668', 'order_time': '02-06-2023_03:34:03'} 
{'order_id': 'o_47089', 'user_id': 'u_3704456155', 'prod_id': '1596388', 'order_time': '06-10-2022_17:31:57'} 
{'order_id': 'o_22312', 'user_id': 'u_3704456155', 'prod_id': '1222380', 'order_time': '07-11-2022_22:48:09'} 
{'order_id': 'o_28202', 'user_id': 'u_3704456155', 'prod_id': '1151833', 'order_time': '07-05-2023_14:15:29'} 
{'order_id': 'o_67373', 'user_id': 'u_3704456155', 'prod_id': '1644366', 'order_time': '23-12-2022_05:00:06'} 
{'order_id': 'o_13571', 'user_id': 'u_3704456155', 'prod_id': '1151397', 'order_time': '21-11-2022_08:30:32'} 
{'order_id': 'o_58851', 'user_id': 'u_3704456155', 'prod_id': '1522009', 'order_time': '02-03-2023_23:00:12'} 
{'order_id': 'o_80842', 'user_id': 'u_3704456155', 'prod_id': '1647273', 'order_time': '03-06-2023_18:14:42'} 
{'order_id': 'o_46823', 'user_id': 'u_3704456155', 'prod_id': '1583231', 'order_time': '03-06-2023_05:28:35'} 
{'order_id': 'o_27610', 'user_id': 'u_3704456155', 'prod_id': '1185261', 'order_time': '25-02-2023_02:12:02'} 
{'order_id': 'o_76667', 'user_id': 'u_3704456155', 'prod_id': '1262120', 'order_time': '01-06-2023_16:06:35'} 
{'order_id': 'o_71565', 'user_id': 'u_3704456155', 'prod_id': '1278158', 'order_time': '12-04-2023_13:10:55'} 
{'order_id': 'o_62279', 'user_id': 'u_3704456155', 'prod_id': '997425', 'order_time': '16-06-2022_16:00:42'} 
{'order_id': 'o_33622', 'user_id': 'u_3704456155', 'prod_id': '1166632', 'order_time': '04-08-2022_10:52:21'} 
{'order_id': 'o_68815', 'user_id': 'u_3704456155', 'prod_id': '1259052', 'order_time': '11-12-2022_18:58:19'} 
{'order_id': 'o_19689', 'user_id': 'u_3704456155', 'prod_id': '1130533', 'order_time': '09-11-2022_04:15:26'} 
{'order_id': 'o_65192', 'user_id': 'u_3704456155', 'prod_id': '1457564', 'order_time': '30-10-2022_21:25:22'} 
{'order_id': 'o_31156', 'user_id': 'u_3704456155', 'prod_id': '1094039', 'order_time': '07-05-2023_22:16:48'} 
{'order_id': 'o_58366', 'user_id': 'u_3704456155', 'prod_id': '1027063', 'order_time': '30-01-2023_21:50:32'} 
{'order_id': 'o_74317', 'user_id': 'u_3704456155', 'prod_id': '1188791', 'order_time': '15-05-2023_03:45:04'} 
{'order_id': 'o_19269', 'user_id': 'u_3704456155', 'prod_id': '1327770', 'order_time': '01-01-2023_07:16:04'} 
{'order_id': 'o_74993', 'user_id': 'u_3704456155', 'prod_id': '1120165', 'order_time': '05-07-2022_00:52:15'} 
{'order_id': 'o_98154', 'user_id': 'u_3704456155', 'prod_id': '1704743', 'order_time': '22-02-2023_22:24:31'} 
{'order_id': 'o_55174', 'user_id': 'u_3704456155', 'prod_id': '1333238', 'order_time': '09-02-2023_03:38:09'} 
{'order_id': 'o_41416', 'user_id': 'u_3704456155', 'prod_id': '1701611', 'order_time': '01-03-2023_18:42:46'} 
{'order_id': 'o_52447', 'user_id': 'u_3704456155', 'prod_id': '1130339', 'order_time': '27-09-2022_18:20:38'} 
{'order_id': 'o_96290', 'user_id': 'u_3704456155', 'prod_id': '1722104', 'order_time': '30-01-2023_15:01:21'} 
{'order_id': 'o_94403', 'user_id': 'u_3704456155', 'prod_id': '1478544', 'order_time': '09-03-2023_21:18:59'} 
{'order_id': 'o_83239', 'user_id': 'u_3704456155', 'prod_id': '1715194', 'order_time': '11-05-2023_20:40:34'} 
{'order_id': 'o_93027', 'user_id': 'u_3704456155', 'prod_id': '1715326', 'order_time': '02-01-2023_04:42:23'} 
{'order_id': 'o_34606', 'user_id': 'u_3704456155', 'prod_id': '1084861', 'order_time': '14-01-2023_11:30:38'} 
{'order_id': 'o_32342', 'user_id': 'u_3704456155', 'prod_id': '1685509', 'order_time': '21-11-2022_09:07:48'} 
{'order_id': 'o_14674', 'user_id': 'u_3704456155', 'prod_id': '1367514', 'order_time': '14-03-2023_01:08:26'} 
{'order_id': 'o_24267', 'user_id': 'u_3704456155', 'prod_id': '1699612', 'order_time': '03-12-2022_13:29:16'} 
{'order_id': 'o_98142', 'user_id': 'u_3704456155', 'prod_id': '1136383', 'order_time': '28-11-2022_19:40:04'} 
